List.Year,Date.Recorded,Town,Assessed.Value,Sale.Amount,Sales.Ratio,Property.Type,County,Longitude,Latitude
2019,11/01/2019,Fairfield,301210.0,427500.0,0.7046,Single Family,Fairfield,-73.2310361,41.1986034
2018,10/26/2018,Hartford,11935.0,31000.0,0.385,Condo,Hartford,-72.670972,41.7357568
2018,06/14/2019,West Haven,88620.0,75000.0,1.1816,Single Family,New Haven,-72.9613452,41.2978299
2010,01/05/2011,Windsor,127890.0,170000.0,0.752294118,Single Family,Hartford,-72.6298772,41.8897019
2009,10/01/2009,Middlebury,212700.0,268000.0,0.793656716,Single Family,New Haven,-73.0925617,41.5233009
2007,04/08/2008,Southington,193340.0,313750.0,0.616223108,Single Family,Hartford,-72.8572943,41.5631596
2020,09/03/2021,Hebron,171530.0,435000.0,0.3943,Residential,Tolland,-72.3432531,41.6250919
2009,02/26/2010,Hartford,35810.0,29900.0,1.197658863,Two Family,Hartford,-72.6882635,41.7745127
2013,10/04/2013,Waterbury,139460.0,122000.0,1.143114754,Single Family,New Haven,-73.0696963,41.5726809
2020,05/18/2021,Bethel,184030.0,355000.0,0.5183,Residential,Fairfield,-73.3994887,41.3892022
2015,11/17/2015,Norwalk,272430.0,375000.0,0.72648,Single Family,Fairfield,-73.4331911,41.1120636
2011,04/13/2012,New Milford,181580.0,239808.0,0.757189085,Single Family,Litchfield,-73.3906478,41.6174738
2012,03/20/2013,Shelton,96390.0,125000.0,0.77112,Condo,Fairfield,-73.134411,41.269654
2006,08/30/2007,Clinton,210900.0,283900.0,0.742867207,Single Family,Middlesex,-72.5288034,41.2882208
2016,08/08/2017,Madison,291100.0,357000.0,0.815406162,Single Family,New Haven,-72.613061,41.2810552
2020,01/28/2021,Farmington,144840.0,252500.0,0.5736,Residential,Hartford,-72.8756632,41.7336846
2008,09/29/2009,Glastonbury,121600.0,188000.0,0.646808511,Condo,Hartford,-72.5911275,41.7229735
2018,06/26/2019,Plymouth,193260.0,325000.0,0.5946,Single Family,Litchfield,-73.0362617,41.6851102
2020,12/16/2020,Bolton,125900.0,283500.0,0.444,Residential,Tolland,-72.4134932,41.7735506
2014,04/13/2015,Norwich,55600.0,117530.0,0.473070705,Single Family,New London,-72.0575772,41.5324815
2013,06/03/2014,Meriden,80360.0,85000.0,0.945411765,Two Family,New Haven,-72.7986245,41.5429387
2011,03/12/2012,Waterbury,95400.0,84900.0,1.123674912,Single Family,New Haven,-73.0501434,41.5332642
2012,07/29/2013,Woodbury,255990.0,340000.0,0.752911765,Single Family,Litchfield,-73.2249995,41.5710336
2006,11/21/2006,Norwalk,182840.0,321000.0,0.569595016,Single Family,Fairfield,-73.431764,41.0960005
2014,11/14/2014,Newington,66210.0,75000.0,0.8828,Condo,Hartford,-72.7217663,41.716374
2012,09/12/2013,Glastonbury,215600.0,299000.0,0.721070234,Single Family,Hartford,-72.596112,41.6550988
2020,04/26/2021,Windham,80830.0,145000.0,0.5574,Residential,Windham,-72.2133151,41.7175536
2009,05/27/2010,East Hampton,297890.0,459000.0,0.648997821,Single Family,Middlesex,-72.4499702,41.5333119
2006,10/10/2006,Old Saybrook,281800.0,465000.0,0.606021505,Single Family,Middlesex,-72.4304609,41.3146711
2018,07/12/2019,Middletown,91430.0,139500.0,0.6554,Single Family,Middlesex,-72.7078382,41.5871489
2020,06/17/2021,Southbury,119360.0,360000.0,0.331555556,Residential,New Haven,-73.2270824,41.4826571
2017,03/20/2018,Madison,300700.0,385000.0,0.781,Single Family,New Haven,-72.6174961,41.3502225
2019,06/17/2020,Waterbury,87280.0,187500.0,0.4655,Two Family,New Haven,-72.997656,41.5495568
2007,09/26/2008,Stratford,89710.0,170000.0,0.527705882,Single Family,Fairfield,-73.131016,41.1768601
2016,11/17/2016,Fairfield,398230.0,590000.0,0.674966102,Single Family,Fairfield,-73.2667458,41.1500761
2013,08/18/2014,Orange,188800.0,310000.0,0.609032258,Single Family,New Haven,-73.0083262,41.2573701
2012,09/03/2013,Montville,209800.0,290000.0,0.723448276,Single Family,New London,-72.1820359,41.4655
2008,09/03/2009,Hamden,304360.0,315000.0,0.966222222,Single Family,New Haven,-72.9276254,41.3731526
2014,11/03/2014,New Milford,113750.0,130000.0,0.875,Condo,Litchfield,-73.396458,41.5572835
2010,12/06/2010,Branford,224400.0,200000.0,1.122,Single Family,New Haven,-72.8226757,41.2914573
2020,10/13/2020,West Hartford,148660.0,269900.0,0.5507,Residential,Hartford,-72.7354615,41.7238853
2020,05/21/2021,New Hartford,217455.0,425000.0,0.511658824,Residential,Litchfield,-73.0195195,41.829484
2008,03/16/2009,West Hartford,163600.0,195000.0,0.838974359,Single Family,Hartford,-72.7306589,41.7513591
2012,02/01/2013,Enfield,121400.0,166000.0,0.731325301,Single Family,Hartford,-72.603405,41.9638065
2013,04/28/2014,Haddam,216750.0,260000.0,0.833653846,Single Family,Middlesex,-72.5190269,41.4737113
2012,06/18/2013,Westport,391500.0,590000.0,0.663559322,Single Family,Fairfield,-73.3773858,41.1185626
2009,12/21/2009,West Hartford,390500.0,450000.0,0.867777778,Condo,Hartford,-72.7419383,41.7593442
2019,10/01/2019,Norwalk,340970.0,500900.0,0.6807,Single Family,Fairfield,-73.4198835,41.1451325
2015,04/15/2016,Meriden,164150.0,245000.0,0.67,Single Family,New Haven,-72.7882831,41.5125277
2007,03/05/2008,Manchester,122900.0,195900.0,0.627360898,Single Family,Hartford,-72.5422729,41.7723296
2017,06/19/2018,Portland,207620.0,285000.0,0.7284,Single Family,Middlesex,-72.6076555,41.6346355
2016,02/28/2017,Guilford,372760.0,363000.0,1.026887052,Single Family,New Haven,-72.7414645,41.3345943
2017,07/31/2018,Fairfield,445760.0,743300.0,0.5997,Single Family,Fairfield,-73.2685887,41.1301565
2018,07/18/2019,Glastonbury,125700.0,192000.0,0.6546,Condo,Hartford,-72.5786509,41.715369
2017,08/31/2018,Thompson,51200.0,69900.0,0.7324,Single Family,Windham,-71.9097745,42.0044667
2014,08/03/2015,Suffield,130760.0,227000.0,0.576035242,Condo,Hartford,-72.6120446,41.9890597
2008,06/19/2009,Farmington,161030.0,230000.0,0.700130435,Single Family,Hartford,-72.880881,41.75652
2014,05/26/2015,Monroe,225100.0,384000.0,0.586197917,Single Family,Fairfield,-73.2445834,41.3229333
2020,07/01/2021,Enfield,131850.0,238500.0,0.5528,Residential,Hartford,-72.5665796,41.9773102
2007,04/29/2008,Ellington,93630.0,142000.0,0.659366197,Condo,Tolland,-72.4547646,41.910483
2018,07/22/2019,Portland,216790.0,305000.0,0.7107,Single Family,Middlesex,-72.6208686,41.5924911
2013,08/27/2014,Stafford,162330.0,253000.0,0.641620553,Three Family,Tolland,-72.2596723,41.9933905
2020,10/27/2020,East Lyme,78820.0,139500.0,0.565,Residential,New London,-72.2218709,41.3685372
2011,10/20/2011,Waterford,290370.0,375000.0,0.77432,Single Family,New London,-72.1262016,41.3202436
2006,08/28/2007,Canton,130420.0,224900.0,0.579902179,Single Family,Hartford,-72.928716,41.8088679
2017,07/24/2018,Voluntown,79360.0,131600.0,0.603,Single Family,New London,-71.869625,41.571173
2020,01/13/2021,Bridgewater,198300.0,275000.0,0.721,Residential,Litchfield,-73.340767,41.513328
2015,05/23/2016,Hebron,313390.0,380000.0,0.824710526,Single Family,Tolland,-72.4014487,41.6584032
2008,08/25/2009,East Hartford,134390.0,114000.0,1.178859649,Three Family,Hartford,-72.5893593,41.7770732
2019,09/04/2020,Meriden,130270.0,215000.0,0.6059,Single Family,New Haven,-72.7924382,41.569885
2011,04/30/2012,Fairfield,376390.0,580000.0,0.648948276,Single Family,Fairfield,-73.2490069,41.1529765
2008,06/02/2009,East Haven,147370.0,137500.0,1.071781818,Single Family,New Haven,-72.8602712,41.312922
2020,10/28/2020,East Hartford,84220.0,185000.0,0.4552,Residential,Hartford,-72.6214059,41.729268
2013,07/08/2014,Monroe,399000.0,520000.0,0.767307692,Single Family,Fairfield,-73.2570702,41.2999368
2006,01/05/2007,North Haven,223650.0,415000.0,0.538915663,Single Family,New Haven,-72.8934307,41.3809913
2020,06/03/2021,Watertown,101600.0,185000.0,0.5491,Residential,Litchfield,-73.098377,41.5965029
2019,05/27/2020,East Granby,180400.0,282000.0,0.6397,Single Family,Hartford,-72.753447,41.9533907
2010,09/30/2011,Ansonia,130200.0,162000.0,0.803703704,Single Family,New Haven,-73.0667911,41.3391817
2016,10/13/2016,Naugatuck,73230.0,90000.0,0.813666667,Two Family,New Haven,-73.050789,41.4911049
2013,07/31/2014,Bristol,139860.0,198500.0,0.704584383,Single Family,Hartford,-72.9396665,41.7078855
2009,06/30/2010,Shelton,286170.0,395000.0,0.724481013,Single Family,Fairfield,-73.1433276,41.3358539
2014,07/27/2015,Ellington,87660.0,114900.0,0.762924282,Condo,Tolland,-72.4988079,41.8709858
2018,08/08/2019,Waterbury,121420.0,217900.0,0.5572,Single Family,New Haven,-73.085651,41.5461059
2009,11/19/2009,Orange,254300.0,350000.0,0.726571429,Single Family,New Haven,-73.0548934,41.2958554
2018,06/25/2019,Waterbury,57510.0,84000.0,0.6846,Single Family,New Haven,-73.0130622,41.5482142
2016,08/18/2017,Waterbury,82990.0,95361.0,0.870271914,Condo,New Haven,-72.9796951,41.5461831
2009,10/05/2009,Hamden,135380.0,195000.0,0.69425641,Single Family,New Haven,-72.8989684,41.3427219
2015,04/12/2016,Bristol,81480.0,68000.0,1.198235294,Condo,Hartford,-72.9582828,41.6556863
2017,02/23/2018,Branford,240900.0,271000.0,0.888929889,Single Family,New Haven,-72.7911109,41.2753581
2017,05/01/2018,New Milford,233800.0,339000.0,0.6896,Single Family,Litchfield,-73.3874245,41.6033751
2016,08/22/2017,Oxford,230000.0,445000.0,0.516853933,Single Family,New Haven,-73.1168393,41.4338203
2015,07/01/2016,Enfield,134220.0,205000.0,0.654731707,Single Family,Hartford,-72.5795176,42.0061209
2014,06/01/2015,Watertown,103200.0,143000.0,0.721678322,Single Family,Litchfield,-73.0889709,41.5952731
2017,11/21/2017,East Haven,134830.0,137250.0,0.982367942,Condo,New Haven,-72.862108,41.2534136
2016,08/31/2017,Granby,199850.0,310000.0,0.644677419,Single Family,Hartford,-72.8906157,41.9388841
2007,09/11/2008,Newington,99330.0,185000.0,0.536918919,Condo,Hartford,-72.7023048,41.6781071
2018,02/05/2019,East Hartford,96790.0,120000.0,0.8065,Single Family,Hartford,-72.6465538,41.77314
2013,11/19/2013,Stamford,170440.0,250000.0,0.68176,Condo,Fairfield,-73.5188074,41.0494389
2015,05/03/2016,South Windsor,171000.0,267900.0,0.638297872,Single Family,Hartford,-72.5955044,41.823019
2014,04/02/2015,Wolcott,147500.0,160000.0,0.921875,Single Family,New Haven,-72.9983479,41.6065344
2020,06/28/2021,Hebron,156770.0,256000.0,0.6123,Residential,Tolland,-72.3318299,41.6174269
2008,07/22/2009,Hamden,263830.0,338000.0,0.78056213,Condo,New Haven,-72.9069748,41.3866523
2008,01/30/2009,Plainfield,115570.0,105000.0,1.100666667,Single Family,Windham,-71.9074134,41.6704007
2017,02/01/2018,Cheshire,437260.0,630000.0,0.694,Single Family,New Haven,-72.8810397,41.4817956
2011,06/15/2012,Cheshire,211040.0,310000.0,0.680774194,Single Family,New Haven,-72.9093512,41.4999181
2011,04/18/2012,Orange,348800.0,466500.0,0.747695606,Single Family,New Haven,-73.0118629,41.2770724
2020,07/29/2021,Cheshire,163770.0,370300.0,0.4422,Residential,New Haven,-72.9166881,41.5175842
2013,09/03/2014,Ashford,80100.0,78000.0,1.026923077,Single Family,Windham,-72.1767144,41.9207164
2020,04/28/2021,Middletown,93550.0,90000.0,1.039444444,Residential,Middlesex,-72.7075777,41.5857405
2019,11/19/2019,Pomfret,251000.0,368000.0,0.6821,Single Family,Windham,-71.9456682,41.8502784
2014,12/22/2014,Madison,461800.0,500000.0,0.9236,Single Family,New Haven,-72.5906992,41.2713761
2015,09/13/2016,West Hartford,172270.0,245000.0,0.703142857,Two Family,Hartford,-72.7321649,41.7284099
2014,01/09/2015,New Britain,71330.0,124900.0,0.571096878,Single Family,Hartford,-72.7859285,41.6864579
2009,06/02/2010,Wethersfield,144200.0,191000.0,0.754973822,Single Family,Hartford,-72.6612546,41.7183817
2007,05/14/2008,Trumbull,271600.0,375000.0,0.724266667,Single Family,Fairfield,-73.2356902,41.2688225
2011,01/04/2012,Cheshire,121900.0,150000.0,0.812666667,Condo,New Haven,-72.883748,41.517383
2020,11/16/2020,Waterford,124150.0,230000.0,0.5397,Residential,New London,-72.1420529,41.3502081
2014,01/08/2015,Newtown,428080.0,390000.0,1.097641026,Single Family,Fairfield,-73.3562709,41.3836596
2018,06/06/2019,New Haven,87220.0,113000.0,0.7718,Three Family,New Haven,-72.895067,41.3050278
2020,09/02/2021,Brookfield,156800.0,292500.0,0.536068376,Residential,Fairfield,-73.3603006,41.4603725
2006,10/11/2006,Windham,70860.0,89000.0,0.796179775,Single Family,Windham,-72.1689865,41.7430197
2012,07/26/2013,Milford,212670.0,332500.0,0.639609023,Single Family,New Haven,-73.0554678,41.2395073
2016,07/20/2017,Norwich,70600.0,110000.0,0.641818182,Single Family,New London,-72.0976208,41.5242744
2020,01/06/2021,Bristol,47530.0,44900.0,1.0585,Vacant Land,Hartford,-72.9317181,41.7012458
2009,06/30/2010,Oxford,223340.0,360000.0,0.620388889,Condo,New Haven,-73.1082831,41.4670876
2016,04/28/2017,Ledyard,100590.0,160000.0,0.6286875,Single Family,New London,-72.0452077,41.4797639
2016,03/22/2017,Branford,117900.0,106200.0,1.110169492,Condo,New Haven,-72.8281801,41.3033501
2012,11/14/2012,Westbrook,279110.0,390000.0,0.715666667,Single Family,Middlesex,-72.4769664,41.3262589
2019,08/26/2020,Trumbull,214760.0,385000.0,0.5578,Single Family,Fairfield,-73.2031556,41.2397634
2016,04/27/2017,East Haddam,107370.0,88900.0,1.20776153,Single Family,Middlesex,-72.4482597,41.4954974
2007,09/02/2008,Coventry,119210.0,209000.0,0.570382775,Single Family,Tolland,-72.3377959,41.7665797
2014,02/11/2015,North Branford,149900.0,232500.0,0.644731183,Single Family,New Haven,-72.7938232,41.3683633
2020,08/18/2021,Newtown,193520.0,360000.0,0.5375,Residential,Fairfield,-73.294434,41.392125
2019,06/24/2020,Stamford,126940.0,201000.0,0.6315,Condo,Fairfield,-73.5284247,41.0577472
2011,06/21/2012,Greenwich,444780.0,585000.0,0.760307692,Condo,Fairfield,-73.5920096,41.0453092
2018,02/21/2019,Plainfield,132290.0,237000.0,0.5581,Single Family,Windham,-71.8884097,41.6502677
2012,04/18/2013,Glastonbury,192600.0,299900.0,0.642214071,Single Family,Hartford,-72.5336772,41.712145
2010,04/19/2011,Hartford,78570.0,270000.0,0.291,Three Family,Hartford,-72.712821,41.760838
2020,05/17/2021,New Haven,214320.0,249000.0,0.860722892,Residential,New Haven,-72.918245,41.3036734
2020,06/02/2021,Middletown,124950.0,242000.0,0.5163,Residential,Middlesex,-72.6473853,41.5471447
2006,02/13/2007,Hamden,149100.0,227000.0,0.656828194,Single Family,New Haven,-72.9342681,41.3599005
2018,06/11/2019,Greenwich,441420.0,749000.0,0.5893,Single Family,Fairfield,-73.6021292,41.035957
2014,05/18/2015,South Windsor,74600.0,93800.0,0.795309168,Condo,Hartford,-72.57422,41.8058822
2017,12/29/2017,Norwich,87700.0,157500.0,0.5568,Single Family,New London,-72.1293256,41.5487963
2010,01/28/2011,Glastonbury,454700.0,532500.0,0.853896714,Single Family,Hartford,-72.6084178,41.6502794
2013,12/27/2013,East Lyme,181650.0,175000.0,1.038,Single Family,New London,-72.2090121,41.3433082
2011,06/07/2012,New Haven,121380.0,150000.0,0.8092,Three Family,New Haven,-72.9544366,41.3195227
2011,08/31/2012,Norwalk,256620.0,301000.0,0.85255814,Single Family,Fairfield,-73.3993505,41.0950482
2016,07/31/2017,South Windsor,147300.0,263600.0,0.558801214,Single Family,Hartford,-72.5785935,41.8625473
2006,04/02/2007,Farmington,124680.0,248500.0,0.501730382,Single Family,Hartford,-72.768407,41.7195766
2017,01/09/2018,Manchester,74100.0,82000.0,0.9036,Condo,Hartford,-72.5202329,41.7795604
2020,09/03/2021,New London,79730.0,160000.0,0.4983,Residential,New London,-72.1010807,41.3652938
2015,06/07/2016,Ridgefield,363640.0,605000.0,0.601057851,Single Family,Fairfield,-73.5262136,41.3247143
2018,09/03/2019,Colchester,176800.0,287500.0,0.6149,Condo,New London,-72.3335774,41.5814694
2014,12/31/2014,South Windsor,189000.0,209900.0,0.900428776,Single Family,Hartford,-72.5436593,41.8353189
2009,05/11/2010,Stamford,373170.0,625000.0,0.597072,Two Family,Fairfield,-73.538904,41.0449439
2019,12/04/2019,Somers,304600.0,375000.0,0.8123,Single Family,Tolland,-72.4878057,41.9813838
2015,01/29/2016,Hartford,44997.0,139000.0,0.323719424,Single Family,Hartford,-72.6978816,41.7333099
2013,11/18/2013,East Haddam,153510.0,135299.0,1.134598186,Condo,Middlesex,-72.4640991,41.5143291
2008,04/29/2009,Hartford,47690.0,186400.0,0.255847639,Three Family,Hartford,-72.686611,41.777488
2019,06/29/2020,Wilton,372540.0,639000.0,0.583,Single Family,Fairfield,-73.4277356,41.2288868
2006,02/06/2007,Derby,143850.0,216300.0,0.665048544,Two Family,New Haven,-73.0797982,41.3159319
2014,10/29/2014,Oxford,339800.0,520000.0,0.653461538,Single Family,New Haven,-73.1487468,41.412197
2018,06/04/2019,Manchester,177200.0,249900.0,0.709,Condo,Hartford,-72.5368103,41.8012845
2017,10/20/2017,New Fairfield,272200.0,360000.0,0.756111111,Single Family,Fairfield,-73.4598915,41.4675618
2008,07/30/2009,Berlin,272100.0,315000.0,0.863809524,Single Family,Hartford,-72.7620122,41.6144804
2010,05/25/2011,East Hartford,157070.0,175000.0,0.897542857,Two Family,Hartford,-72.624037,41.742914
2018,02/14/2019,Bridgeport,194380.0,272000.0,0.7146,Single Family,Fairfield,-73.1991,41.2058998
2010,12/29/2010,Norwalk,324520.0,500000.0,0.64904,Single Family,Fairfield,-73.4158341,41.1397803
2013,09/11/2014,Torrington,192610.0,160000.0,1.2038125,Single Family,Litchfield,-73.1371503,41.7983262
2011,05/07/2012,Wallingford,143700.0,146600.0,0.980218281,Single Family,New Haven,-72.8317232,41.4547864
2006,03/05/2007,Windsor,80220.0,280251.0,0.286243403,Single Family,Hartford,-72.6935204,41.8810261
2006,03/06/2007,East Hampton,139000.0,293406.0,0.473746276,Condo,Middlesex,-72.4855177,41.5940428
2016,03/08/2017,Stratford,176470.0,293000.0,0.602286689,Single Family,Fairfield,-73.1211967,41.2146052
2018,05/29/2019,Hartford,70280.0,259900.0,0.2704,Two Family,Hartford,-72.6710497,41.7285627
2010,04/18/2011,Waterford,129420.0,115000.0,1.125391304,Single Family,New London,-72.1245123,41.3693387
2011,09/14/2012,Norwich,176000.0,160000.0,1.1,Condo,New London,-72.0936466,41.502291
2015,12/28/2015,Southbury,102640.0,195000.0,0.526358974,Condo,New Haven,-73.2270801,41.4826401
2008,06/22/2009,Wallingford,207480.0,290000.0,0.715448276,Single Family,New Haven,-72.797378,41.4726392
2011,10/24/2011,Bristol,135590.0,159400.0,0.850627353,Single Family,Hartford,-72.9330224,41.6757391
2007,10/03/2007,East Hartford,124670.0,114000.0,1.093596491,Single Family,Hartford,-72.5982765,41.7849883
2019,10/30/2019,Granby,241850.0,212500.0,1.1381,Single Family,Hartford,-72.8529557,42.0156226
2016,08/15/2017,Suffield,144410.0,259900.0,0.555636783,Single Family,Hartford,-72.7003178,41.9926569
2017,07/12/2018,Sharon,258900.0,449000.0,0.5766,Single Family,Litchfield,-73.4126572,41.8256331
2014,08/03/2015,Essex,146900.0,205000.0,0.716585366,Condo,Middlesex,-72.3890569,41.3686367
2013,06/11/2014,Manchester,52000.0,44500.0,1.168539326,Condo,Hartford,-72.5456695,41.7738976
2006,01/04/2007,Brooklyn,201950.0,365000.0,0.553287671,Single Family,Windham,-71.9106555,41.8031615
2008,09/30/2009,Southington,116970.0,208000.0,0.562355769,Single Family,Hartford,-72.8653712,41.5939559
2020,10/08/2020,Southbury,91320.0,195000.0,0.4683,Residential,New Haven,-73.2407129,41.4859183
2017,09/10/2018,Norwalk,205560.0,362500.0,0.567,Single Family,Fairfield,-73.3996268,41.1037043
2012,07/26/2013,Fairfield,423430.0,635000.0,0.666818898,Condo,Fairfield,-73.2901457,41.1359314
2018,03/29/2019,Montville,47300.0,74000.0,0.6391,Condo,New London,-72.1128025,41.4678826
2007,10/18/2007,Tolland,70100.0,130000.0,0.539230769,Condo,Tolland,-72.3303836,41.9322206
2010,05/27/2011,Southington,188090.0,206800.0,0.909526112,Single Family,Hartford,-72.9222253,41.5854768
2009,08/17/2010,Ashford,154900.0,151000.0,1.025827815,Single Family,Windham,-72.1991104,41.9383065
2008,06/15/2009,Southington,156590.0,224000.0,0.6990625,Condo,Hartford,-72.8727562,41.5638709
2019,05/28/2020,Westbrook,197140.0,376000.0,0.5243,Single Family,Middlesex,-72.4923585,41.3164244
2015,05/06/2016,Enfield,106860.0,162500.0,0.6576,Single Family,Hartford,-72.5706459,41.971217
2009,04/18/2010,Orange,241100.0,295000.0,0.817288136,Single Family,New Haven,-72.9883381,41.2904679
2014,02/10/2015,Hebron,132370.0,196000.0,0.675357143,Single Family,Tolland,-72.3476466,41.6622111
2007,04/17/2008,North Stonington,355740.0,710000.0,0.501042254,Single Family,New London,-71.8692233,41.4484514
2013,05/13/2014,Danbury,158000.0,156000.0,1.012820513,Condo,Fairfield,-73.4468492,41.405173
2010,05/12/2011,Trumbull,228600.0,290000.0,0.788275862,Single Family,Fairfield,-73.2149534,41.2521769
2007,05/28/2008,Stratford,202370.0,275000.0,0.735890909,Single Family,Fairfield,-73.1472459,41.2251992
2017,02/15/2018,Stratford,46340.0,70500.0,0.6573,Condo,Fairfield,-73.1417158,41.1963351
2020,10/08/2020,Bethel,158970.0,225000.0,0.7065,Residential,Fairfield,-73.399857,41.376303
2018,10/01/2018,New Haven,281820.0,345000.0,0.8168,Condo,New Haven,-72.9211926,41.311506
2015,12/02/2015,North Branford,201500.0,295000.0,0.683050847,Single Family,New Haven,-72.7506073,41.3519803
2006,07/20/2007,Danbury,98600.0,223000.0,0.442152466,Condo,Fairfield,-73.4350616,41.3804065
2019,01/06/2020,Bristol,165270.0,200000.0,0.8264,Three Family,Hartford,-72.9106194,41.6779941
2017,01/26/2018,Stratford,105070.0,150000.0,0.7004,Single Family,Fairfield,-73.1370554,41.1916024
2012,05/24/2013,Shelton,167510.0,270000.0,0.620407407,Condo,Fairfield,-73.1345495,41.2981253
2007,06/11/2008,Milford,229050.0,277700.0,0.824810947,Single Family,New Haven,-73.0327104,41.2099636
2008,07/30/2009,Enfield,129850.0,200000.0,0.64925,Single Family,Hartford,-72.5364038,41.9910825
2006,11/29/2006,Danbury,134200.0,259000.0,0.518146718,Condo,Fairfield,-73.4286591,41.3951954
2016,01/10/2017,Stamford,235250.0,320000.0,0.73515625,Condo,Fairfield,-73.5229047,41.0526868
2009,04/06/2010,West Hartford,188900.0,302600.0,0.624256444,Single Family,Hartford,-72.7552247,41.7484281
2019,08/18/2020,Waterbury,75680.0,150000.0,0.5045,Single Family,New Haven,-73.0267608,41.595001
2014,09/28/2015,Bristol,159740.0,365000.0,0.437643836,Single Family,Hartford,-72.969332,41.6488681
2020,06/21/2021,Newtown,246520.0,510000.0,0.4833,Residential,Fairfield,-73.3159465,41.3586805
2007,03/11/2008,Bridgeport,109830.0,145000.0,0.757448276,Single Family,Fairfield,-73.2216483,41.2078356
2006,04/25/2007,Clinton,349800.0,525000.0,0.666285714,Single Family,Middlesex,-72.4928207,41.2692093
2014,12/24/2014,Southington,234000.0,300000.0,0.78,Single Family,Hartford,-72.8863239,41.6115563
2008,06/05/2009,West Haven,104580.0,278500.0,0.37551167,Single Family,New Haven,-72.963663,41.289417
2019,08/27/2020,Orange,189400.0,280000.0,0.6764,Condo,New Haven,-73.0087495,41.2570221
2015,10/01/2015,Wallingford,133400.0,177500.0,0.751549296,Condo,New Haven,-72.8217996,41.4071518
2014,01/30/2015,South Windsor,173900.0,173000.0,1.005202312,Single Family,Hartford,-72.5288164,41.8148653
2007,07/29/2008,Enfield,126840.0,188000.0,0.674680851,Condo,Hartford,-72.5504706,42.0088489
2020,11/24/2020,New Britain,108570.0,212000.0,0.5121,Residential,Hartford,-72.7719391,41.6982934
2019,07/10/2020,Marlborough,113260.0,244000.0,0.4642,Single Family,Hartford,-72.4640695,41.6498258
2017,06/27/2018,Derby,53550.0,60000.0,0.8925,Condo,New Haven,-73.0970382,41.3458681
2009,02/16/2010,Shelton,296240.0,323000.0,0.917151703,Single Family,Fairfield,-73.156834,41.3698003
2009,03/26/2010,Hamden,270480.0,370000.0,0.731027027,Single Family,New Haven,-72.9354216,41.4330949
2015,04/12/2016,Bolton,120800.0,195000.0,0.619487179,Single Family,Tolland,-72.4224024,41.7967664
2019,02/07/2020,Wethersfield,40890.0,62500.0,0.6542,Condo,Hartford,-72.6929807,41.7208987
2012,09/19/2013,Shelton,141470.0,237000.0,0.596919831,Single Family,Fairfield,-73.0844521,41.3012697
2015,07/21/2016,Naugatuck,133660.0,199900.0,0.668634317,Single Family,New Haven,-73.0585827,41.4851423
2014,10/20/2014,Middletown,94770.0,140000.0,0.676928571,Condo,Middlesex,-72.677402,41.5249244
2014,02/27/2015,Cheshire,214930.0,250000.0,0.85972,Single Family,New Haven,-72.9227329,41.5084874
2019,08/04/2020,Milford,214670.0,356000.0,0.603005618,Single Family,New Haven,-73.0270836,41.2116317
2017,10/23/2017,Torrington,70760.0,110000.0,0.643272727,Condo,Litchfield,-73.1005757,41.8388069
2018,03/28/2019,South Windsor,179300.0,244900.0,0.7321,Single Family,Hartford,-72.5227704,41.8277192
2010,02/25/2011,East Lyme,169750.0,250000.0,0.679,Single Family,New London,-72.2084106,41.3356937
2016,10/24/2016,Berlin,143400.0,170000.0,0.843529412,Two Family,Hartford,-72.7573171,41.6338324
2020,08/16/2021,Newtown,200730.0,250000.0,0.8029,Residential,Fairfield,-73.3552577,41.3781761
2014,09/04/2015,Colchester,248700.0,337000.0,0.737982196,Single Family,New London,-72.3615201,41.5590287
2020,11/04/2020,Litchfield,110780.0,162500.0,0.6817,Residential,Litchfield,-73.1510259,41.7826548
2006,07/11/2007,Norwalk,265720.0,470000.0,0.565361702,Single Family,Fairfield,-73.4447464,41.1295761
2012,04/23/2013,Groton,277760.0,330000.0,0.84169697,Single Family,New London,-71.9742404,41.3528566
2020,01/14/2021,Plainfield,212660.0,236000.0,0.9011,Residential,Windham,-71.9015312,41.7067644
2014,12/03/2014,New Hartford,72030.0,83500.0,0.862634731,Condo,Litchfield,-72.9580867,41.8655403
2016,05/02/2017,Shelton,234920.0,358675.0,0.654966195,Single Family,Fairfield,-73.093893,41.3017876
2013,11/08/2013,Essex,132600.0,193000.0,0.687046632,Single Family,Middlesex,-72.4460274,41.3501285
2011,05/23/2012,New Haven,56420.0,48500.0,1.163298969,Two Family,New Haven,-72.9266095,41.3319072
2017,09/24/2018,Montville,103430.0,160000.0,0.6464,Three Family,New London,-72.2182351,41.4299743
2009,04/20/2010,West Hartford,172800.0,284000.0,0.608450704,Single Family,Hartford,-72.7380474,41.7427564
2010,11/30/2010,South Windsor,141020.0,151000.0,0.933907285,Single Family,Hartford,-72.5629291,41.8266464
2007,10/26/2007,East Hampton,154840.0,265000.0,0.584301887,Two Family,Middlesex,-72.5342318,41.5675606
2016,09/20/2017,Ledyard,179970.0,270000.0,0.666555556,Single Family,New London,-72.0841968,41.4219074
2020,07/09/2021,Torrington,82070.0,180000.0,0.4559,Residential,Litchfield,-73.1277918,41.8130842
2015,04/08/2016,West Hartford,303380.0,400000.0,0.75845,Single Family,Hartford,-72.7543936,41.7839781
